crash_id,crash_datetime,crash_date,latitude,longitude,n_crash_reports,contains_fatality_words,contains_pedestrian_words,contains_matatu_words,contains_motorcycle_words
4702,26/08/2020 16:25,26/08/2020,-1.332472638,36.78207777,1,0,0,0,0
4703,26/08/2020 17:17,26/08/2020,-1.310759305,36.72466543,1,0,0,0,0
4704,26/08/2020 21:14,26/08/2020,-1.317826328,36.77742324,1,0,0,0,0
4705,27/08/2020 09:10,27/08/2020,-1.233746261,36.87313835,1,0,0,0,0
4706,27/08/2020 13:30,27/08/2020,-1.39109561,36.9384357,1,0,0,0,0
4707,27/08/2020 15:14,27/08/2020,-1.067962011,37.05124,1,1,0,0,0
4708,28/08/2020 07:35,28/08/2020,-1.322261911,36.7072749,1,0,0,0,0
4709,28/08/2020 11:23,28/08/2020,-1.33496701,36.778186,1,1,0,0,1
4710,28/08/2020 12:29,28/08/2020,-1.259122699,36.80189403,1,1,0,0,0
4711,28/08/2020 15:32,28/08/2020,-1.318732358,36.77084897,1,0,0,0,0
4712,28/08/2020 16:44,28/08/2020,-1.198924011,36.784549,1,0,0,0,0
4713,29/08/2020 07:53,29/08/2020,-1.491223837,37.05724895,1,0,0,0,0
4714,29/08/2020 17:09,29/08/2020,-1.266940078,37.31934592,1,0,0,0,0
4715,29/08/2020 18:09,29/08/2020,-1.314363641,36.80790552,1,0,0,0,0
4716,29/08/2020 22:22,29/08/2020,-1.267336511,36.8049,1,0,0,0,0
4717,29/08/2020 22:24,29/08/2020,-1.344459005,36.902554,1,0,1,0,0
4718,30/08/2020 13:34,30/08/2020,-1.244702577,36.86759539,1,0,0,0,0
4719,30/08/2020 17:03,30/08/2020,-1.118846606,36.6189509,1,0,0,0,0
4720,30/08/2020 18:50,30/08/2020,-1.290993511,36.8280923,1,0,0,0,0
4721,31/08/2020 09:58,31/08/2020,-1.378751426,36.77002197,1,0,0,0,0
4722,31/08/2020 12:05,31/08/2020,-1.529032009,37.126661,1,0,0,0,0
4723,31/08/2020 14:47,31/08/2020,-1.33213851,36.7818749,1,0,0,0,0
4724,31/08/2020 18:20,31/08/2020,-1.323713011,36.9000985,1,0,0,0,0
4725,31/08/2020 21:23,31/08/2020,-1.284118011,36.816751,1,0,0,0,0
4726,01/09/2020 06:36,01/09/2020,-1.289533533,36.94939146,1,0,0,0,0
4727,01/09/2020 07:33,01/09/2020,-1.28498701,36.9565525,1,0,0,0,0
4728,01/09/2020 16:00,01/09/2020,-1.262355296,36.80470407,1,0,0,1,0
4729,01/09/2020 16:58,01/09/2020,-1.124811904,37.00337363,1,1,0,0,0
4730,01/09/2020 17:09,01/09/2020,-1.304416155,36.83903689,1,0,0,0,0
4731,01/09/2020 18:54,01/09/2020,-1.117207111,37.0082784,1,1,0,0,0
4732,01/09/2020 20:33,01/09/2020,-1.011447772,37.1104336,1,1,0,0,0
4733,01/09/2020 21:12,01/09/2020,-1.149260633,36.9620546,1,0,0,0,0
4734,01/09/2020 21:33,01/09/2020,-1.256401511,36.855262,1,0,0,0,0
4735,02/09/2020 13:47,02/09/2020,-1.212770011,37.0383,1,0,0,0,0
4736,02/09/2020 16:02,02/09/2020,-1.255901411,36.69550016,1,0,0,0,0
4737,03/09/2020 05:55,03/09/2020,-1.528754648,37.12691381,1,0,0,0,0
4738,03/09/2020 06:49,03/09/2020,-1.2190672,36.89178521,1,0,0,0,0
4739,03/09/2020 07:39,03/09/2020,-1.106332912,36.7811931,1,0,0,0,0
4740,03/09/2020 10:00,03/09/2020,-1.305789458,36.74234864,1,0,0,0,0
4741,03/09/2020 12:48,03/09/2020,-1.488420523,37.05421502,1,0,0,0,0
4742,03/09/2020 19:11,03/09/2020,-1.287781011,36.7419713,1,0,0,0,0
4743,03/09/2020 19:55,03/09/2020,-1.299698643,36.80728914,1,0,0,0,0
4744,04/09/2020 10:22,04/09/2020,-1.248199711,36.9027028,1,0,0,0,0
4745,04/09/2020 10:54,04/09/2020,-1.203744331,36.91752748,1,0,0,0,0
4746,04/09/2020 11:50,04/09/2020,-1.286777011,36.8258734,1,0,0,0,0
4747,04/09/2020 13:05,04/09/2020,-1.325534384,36.79420799,1,0,0,0,0
4748,04/09/2020 16:19,04/09/2020,-1.34438869,36.90263225,1,0,0,0,0
4749,04/09/2020 22:12,04/09/2020,-1.210565795,36.90818633,1,0,0,0,0
4750,05/09/2020 09:23,05/09/2020,-1.30935391,36.9135824,1,0,0,0,0
4751,05/09/2020 10:38,05/09/2020,-1.285392226,36.88326279,1,0,0,0,0
4752,05/09/2020 13:17,05/09/2020,-1.262912536,36.90709115,1,0,0,0,0
4753,05/09/2020 18:08,05/09/2020,-1.071649578,37.04612414,1,0,0,0,0
4754,05/09/2020 21:06,05/09/2020,-1.237440311,36.6008998,1,0,0,0,0
4755,06/09/2020 13:57,06/09/2020,-1.294999741,36.88663544,1,0,0,0,0
4756,06/09/2020 18:04,06/09/2020,-1.283247911,36.8874295,1,0,0,0,0
4757,06/09/2020 19:43,06/09/2020,-1.230061245,36.80394444,1,0,0,0,0
4758,06/09/2020 21:56,06/09/2020,-1.328156511,36.870764,1,0,0,0,0
4759,06/09/2020 22:02,06/09/2020,-1.213003411,36.903414,1,0,0,0,0
4760,07/09/2020 05:27,07/09/2020,-1.290993511,36.8280923,1,0,0,0,0
4761,07/09/2020 08:02,07/09/2020,-1.244783011,36.86685424,1,0,0,0,0
4762,07/09/2020 09:06,07/09/2020,-1.34438869,36.90263225,1,0,0,0,0
4763,08/09/2020 07:32,08/09/2020,-1.244792616,36.86769895,1,0,0,0,0
4764,08/09/2020 09:20,08/09/2020,-1.267441435,36.8355184,1,0,0,0,0
4765,08/09/2020 10:10,08/09/2020,-1.214539011,36.850494,1,0,0,0,0
4766,08/09/2020 10:37,08/09/2020,-1.272777715,36.81549425,1,0,0,0,1
4767,08/09/2020 20:26,08/09/2020,-1.262618084,36.7185235,1,0,0,0,0
4768,09/09/2020 16:38,09/09/2020,-1.331360204,36.86259433,1,0,0,0,0
4769,09/09/2020 16:40,09/09/2020,-1.32835161,36.8744614,1,0,0,0,0
4770,09/09/2020 17:30,09/09/2020,-1.261023435,36.79218816,1,0,0,0,0
4771,09/09/2020 20:53,09/09/2020,-1.277642706,36.89442026,1,0,0,0,0
4772,10/09/2020 06:33,10/09/2020,-1.36455301,36.911256,1,0,0,0,0
4773,10/09/2020 13:25,10/09/2020,-1.211500111,36.9076353,1,0,0,0,0
4774,10/09/2020 14:02,10/09/2020,-1.206486531,36.91488777,1,0,0,0,0
4775,11/09/2020 09:16,11/09/2020,-1.252011511,36.859948,1,0,0,0,0
4776,11/09/2020 18:44,11/09/2020,-1.188858097,36.9313897,1,0,0,0,0
4777,12/09/2020 09:15,12/09/2020,-1.211500111,36.9076353,1,0,0,0,0
4778,12/09/2020 15:10,12/09/2020,-1.263940845,36.802048,1,0,0,0,0
4779,12/09/2020 16:14,12/09/2020,-1.34296797,36.76655572,1,0,1,0,1
4780,12/09/2020 20:10,12/09/2020,-1.329206337,36.89109846,1,0,0,0,0
4781,13/09/2020 12:21,13/09/2020,-1.285392226,36.88326279,1,1,0,0,0
4782,13/09/2020 13:30,13/09/2020,-1.312059511,36.7781496,1,0,0,0,0
4783,13/09/2020 16:20,13/09/2020,-1.34296797,36.76655572,1,0,0,0,1
4784,13/09/2020 20:27,13/09/2020,-1.49207021,37.05816775,1,0,0,0,0
4785,13/09/2020 21:09,13/09/2020,-1.117207111,37.0082784,1,1,0,1,0
4786,13/09/2020 21:40,13/09/2020,-1.722040708,37.3753525,1,1,0,0,0
4787,13/09/2020 23:23,13/09/2020,-1.229071713,36.92002852,1,0,0,0,0
4788,14/09/2020 12:13,14/09/2020,-1.037872151,37.07498663,1,0,0,0,0
4789,14/09/2020 13:37,14/09/2020,-1.32619741,36.88110027,1,0,0,0,0
4790,14/09/2020 17:26,14/09/2020,-1.282346044,36.8709669,1,0,0,0,0
4791,14/09/2020 17:35,14/09/2020,-1.246390361,36.87998775,1,0,0,0,0
4792,15/09/2020 07:00,15/09/2020,-1.225756111,36.8849726,1,0,0,0,0
4793,15/09/2020 07:18,15/09/2020,-1.379341985,36.9279107,1,0,0,0,0
4794,15/09/2020 11:00,15/09/2020,-1.278841411,36.8491604,1,0,0,0,0
4795,15/09/2020 14:50,15/09/2020,-1.028151912,37.0642535,1,0,0,0,0
4796,15/09/2020 15:47,15/09/2020,-1.218636954,36.89136143,1,0,0,0,0
4797,15/09/2020 17:27,15/09/2020,-1.300013461,36.78780269,1,1,0,0,0
4798,15/09/2020 21:50,15/09/2020,-1.304922695,36.82681266,1,0,0,0,0
4799,16/09/2020 07:42,16/09/2020,-1.299572511,36.81996588,1,0,0,0,0
4800,16/09/2020 20:52,16/09/2020,-1.297501177,36.88580277,1,0,0,0,0
4801,16/09/2020 21:01,16/09/2020,-1.288863693,36.68351587,1,0,0,0,0
4802,17/09/2020 08:05,17/09/2020,-1.299804628,36.82413583,1,0,0,0,0
4803,17/09/2020 08:17,17/09/2020,-1.230105737,36.87849278,1,0,0,0,0
4804,17/09/2020 08:35,17/09/2020,-1.275238035,36.81291299,1,0,0,0,0
4805,17/09/2020 12:56,17/09/2020,-1.265279911,36.8046239,1,1,0,0,0
4806,17/09/2020 13:33,17/09/2020,-1.320170411,36.7178281,1,0,0,0,0
4807,17/09/2020 15:42,17/09/2020,-1.483135622,37.04828447,1,0,0,0,0
4808,17/09/2020 16:31,17/09/2020,-1.33025065,36.8665554,1,0,0,0,0
4809,17/09/2020 17:13,17/09/2020,-1.225163431,36.88347918,1,1,0,0,0
4810,17/09/2020 20:08,17/09/2020,-1.307983211,36.7832753,1,0,0,0,1
4811,18/09/2020 08:23,18/09/2020,-1.32573201,36.834014,1,0,0,0,0
4812,18/09/2020 08:28,18/09/2020,-1.528719046,37.12685795,1,0,0,0,0
4813,18/09/2020 10:06,18/09/2020,-1.491223837,37.05724895,1,0,0,0,0
4814,18/09/2020 17:49,18/09/2020,-1.484648409,37.1370319,1,0,0,0,0
4815,18/09/2020 19:04,18/09/2020,-1.32573201,36.834014,1,0,0,0,0
4816,18/09/2020 20:19,18/09/2020,-1.188503039,36.93173864,1,1,0,0,0
4817,18/09/2020 20:33,18/09/2020,-1.208215532,36.83285866,1,0,0,0,0
4818,18/09/2020 22:07,18/09/2020,-1.075213011,37.0464275,1,0,0,0,0
4819,19/09/2020 08:41,19/09/2020,-1.117808261,37.00895955,1,0,0,0,0
4820,19/09/2020 09:44,19/09/2020,-1.299903358,36.82415193,1,0,0,0,1
4821,19/09/2020 12:41,19/09/2020,-1.258251011,36.8185,1,0,0,0,0
4822,19/09/2020 19:02,19/09/2020,-1.024397912,37.067017,1,0,0,0,0
4823,20/09/2020 21:08,20/09/2020,-1.40378501,36.718293,1,1,1,0,0
4824,20/09/2020 21:13,20/09/2020,-1.26735371,37.3224396,1,0,0,0,0
4825,20/09/2020 22:54,20/09/2020,-1.251964911,36.868428,1,0,0,0,0
4826,21/09/2020 05:45,21/09/2020,-1.259080011,36.77803,1,0,0,0,1
4827,21/09/2020 07:14,21/09/2020,-1.319224436,36.86528288,1,0,0,0,1
4828,21/09/2020 07:42,21/09/2020,-1.30010442,36.78027659,1,0,0,0,0
4829,22/09/2020 07:54,22/09/2020,-1.233900371,36.93509256,1,0,1,0,0
4830,22/09/2020 10:48,22/09/2020,-1.217492011,36.897673,1,0,0,0,0
4831,22/09/2020 13:22,22/09/2020,-1.329190313,36.87457588,1,0,0,0,0
4832,22/09/2020 19:32,22/09/2020,-1.283492503,36.82354619,1,0,0,1,0
4833,22/09/2020 20:11,22/09/2020,-1.252217011,36.8593964,1,0,0,0,0
4834,23/09/2020 08:43,23/09/2020,-1.165142855,36.95856743,1,0,0,0,0
4835,23/09/2020 10:41,23/09/2020,-1.295097211,36.7417716,1,0,0,0,0
4836,24/09/2020 08:08,24/09/2020,-1.218636954,36.89136143,1,0,0,0,0
4837,24/09/2020 11:08,24/09/2020,-1.32619741,36.88110027,1,0,0,0,0
4838,24/09/2020 16:31,24/09/2020,-1.329190313,36.87457588,1,1,0,0,0
4839,24/09/2020 19:15,24/09/2020,-1.281693608,36.81502219,1,0,0,0,0
4840,25/09/2020 07:16,25/09/2020,-0.722498213,37.157017,1,0,0,1,0
4841,25/09/2020 07:19,25/09/2020,-1.244783011,36.86685424,1,0,0,0,0
4842,25/09/2020 07:22,25/09/2020,-1.203744331,36.91752748,1,0,0,0,0
4843,25/09/2020 13:19,25/09/2020,-1.225723513,36.88494852,1,0,0,0,0
4844,25/09/2020 18:45,25/09/2020,-1.228883211,36.693365,1,0,0,0,0
4845,25/09/2020 21:42,25/09/2020,-1.318732358,36.77084897,1,0,1,0,0
4846,26/09/2020 07:19,26/09/2020,-1.171190302,36.97258244,1,0,0,0,0
4847,26/09/2020 07:22,26/09/2020,-0.983374612,36.6323335,1,0,0,0,0
4848,26/09/2020 07:41,26/09/2020,-1.269830311,36.8074321,1,0,0,0,0
4849,26/09/2020 10:45,26/09/2020,-1.42212551,36.9462118,1,0,0,0,0
4850,26/09/2020 15:04,26/09/2020,-1.251515902,36.86003679,1,0,0,0,0
4851,26/09/2020 16:28,26/09/2020,-1.420153978,36.95400571,1,0,0,0,0
4852,26/09/2020 18:03,26/09/2020,-1.041386111,37.0518489,1,0,0,0,0
4853,27/09/2020 11:48,27/09/2020,-1.024397912,37.067017,1,0,0,0,0
4854,28/09/2020 07:09,28/09/2020,-1.271601011,36.8015636,1,0,0,0,1
4855,28/09/2020 15:34,28/09/2020,-1.255774061,36.87876418,1,0,0,0,0
4856,28/09/2020 18:08,28/09/2020,-1.32364738,36.79890685,1,0,0,0,0
4857,28/09/2020 21:30,28/09/2020,-1.233948911,36.9304867,1,1,0,0,1
4858,29/09/2020 07:05,29/09/2020,-0.693087413,36.8571782,1,0,0,0,0
4859,29/09/2020 07:48,29/09/2020,-1.356039586,36.76208235,1,0,0,0,0
4860,29/09/2020 09:18,29/09/2020,-1.314095811,36.8312681,1,0,0,0,0
4861,29/09/2020 14:26,29/09/2020,-1.210565795,36.90818633,1,0,0,0,0
4862,29/09/2020 14:43,29/09/2020,-1.216701111,36.89516381,1,0,0,0,0
4863,29/09/2020 15:02,29/09/2020,-1.197877212,36.92187947,1,0,0,0,0
4864,29/09/2020 15:48,29/09/2020,-1.232318611,36.9281025,1,0,0,0,0
4865,29/09/2020 16:38,29/09/2020,-1.206663011,36.894169,1,0,0,0,0
4866,29/09/2020 16:47,29/09/2020,-1.30203561,36.8883847,1,0,0,0,0
4867,29/09/2020 17:24,29/09/2020,-1.266623711,36.7464754,1,0,0,0,0
4868,30/09/2020 01:35,30/09/2020,-1.288220011,36.831342,1,0,0,0,0
4869,30/09/2020 06:31,30/09/2020,-1.13096257,36.98205769,1,0,0,0,1
4870,30/09/2020 09:44,30/09/2020,-1.304371411,36.8250776,1,0,0,0,0
4871,30/09/2020 13:55,30/09/2020,-1.259085851,36.78575408,1,0,0,0,0
4872,30/09/2020 14:36,30/09/2020,-1.285392226,36.88326279,1,0,0,0,0
4873,30/09/2020 17:11,30/09/2020,-1.271173544,36.80726379,1,0,0,1,0
4874,30/09/2020 19:59,30/09/2020,-1.244783011,36.86685424,1,0,0,0,0
4875,30/09/2020 20:36,30/09/2020,-1.259366931,36.84312276,1,0,0,0,0
4876,01/10/2020 09:07,01/10/2020,-1.310911811,36.8362704,1,0,0,0,0
4877,01/10/2020 09:25,01/10/2020,-1.183528111,36.9023117,1,0,0,0,1
4878,01/10/2020 17:19,01/10/2020,-1.259443811,36.8454697,1,0,0,1,0
4879,02/10/2020 06:48,02/10/2020,-1.21934207,36.8914617,1,0,0,0,0
4880,02/10/2020 06:57,02/10/2020,-1.381950742,36.77068662,1,0,0,0,0
4881,02/10/2020 10:05,02/10/2020,-1.210565795,36.90818633,1,0,0,0,0
4882,02/10/2020 15:38,02/10/2020,-1.298649911,36.8025624,1,0,0,0,0
4883,02/10/2020 20:22,02/10/2020,-1.089879412,36.7363071,1,0,1,0,0
4884,02/10/2020 22:59,02/10/2020,-1.320403103,36.80929878,1,1,0,0,0
4885,03/10/2020 00:29,03/10/2020,-1.248040735,36.86429313,1,0,0,0,0
4886,03/10/2020 03:33,03/10/2020,-1.30203561,36.8883847,1,0,0,0,0
4887,03/10/2020 09:52,03/10/2020,-1.232141801,36.87583931,1,0,0,0,0
4888,03/10/2020 10:11,03/10/2020,-1.14515663,36.96423634,1,0,0,0,0
4889,03/10/2020 10:17,03/10/2020,-1.218636954,36.89136143,1,0,0,0,0
4890,03/10/2020 10:55,03/10/2020,-1.165142855,36.95856743,1,0,0,0,0
4891,03/10/2020 18:32,03/10/2020,-1.329857067,36.85521926,1,0,0,0,0
4892,03/10/2020 23:53,03/10/2020,-1.331436068,36.88852577,1,0,0,0,0
4893,04/10/2020 13:01,04/10/2020,-1.287806796,36.82409972,1,0,0,0,0
4894,04/10/2020 13:08,04/10/2020,-1.117207111,37.0082784,1,0,0,0,0
4895,04/10/2020 17:15,04/10/2020,-1.271450411,36.8800989,1,0,0,0,1
4896,04/10/2020 22:23,04/10/2020,-1.293153511,36.7915305,1,0,0,0,0
4897,04/10/2020 23:21,04/10/2020,-1.332217011,36.675211,1,0,0,0,0
4898,04/10/2020 23:51,04/10/2020,-1.218636954,36.89136143,1,0,0,0,0
4899,05/10/2020 07:26,05/10/2020,-1.244783011,36.86685424,1,0,0,0,0
4900,05/10/2020 16:02,05/10/2020,-1.274933811,36.82341674,1,1,0,0,1
4901,05/10/2020 16:50,05/10/2020,-1.319632768,36.83798226,1,0,0,0,0
4902,05/10/2020 17:04,05/10/2020,-1.197433911,36.7839984,1,0,0,0,0
4903,06/10/2020 09:21,06/10/2020,-1.309692237,36.80488377,1,0,0,0,0
4904,06/10/2020 12:55,06/10/2020,-1.310953311,36.8476114,1,0,0,0,0
4905,07/10/2020 07:39,07/10/2020,-1.275086761,36.8236817,1,0,0,0,0
4906,07/10/2020 08:16,07/10/2020,-1.264331136,36.74698435,1,0,0,0,0
4907,07/10/2020 09:51,07/10/2020,-1.295557631,36.85860513,1,0,0,1,1
4908,08/10/2020 08:33,08/10/2020,-1.036752581,37.07754685,1,0,0,0,0
4909,08/10/2020 17:40,08/10/2020,-1.21934207,36.8914617,1,0,0,0,0
4910,08/10/2020 18:11,08/10/2020,-1.250193031,36.82075324,1,0,0,0,0
4911,08/10/2020 20:04,08/10/2020,-1.274933811,36.82341674,1,0,0,1,0
4912,09/10/2020 10:52,09/10/2020,-1.286585061,36.68638015,1,1,0,0,0
4913,09/10/2020 10:55,09/10/2020,-1.271450411,36.8800989,1,0,0,0,0
4914,09/10/2020 11:21,09/10/2020,-0.983374612,36.6323335,1,0,0,0,0
4915,09/10/2020 16:00,09/10/2020,-1.299527011,36.792314,1,0,0,0,0
4916,09/10/2020 18:14,09/10/2020,-1.259975199,36.84341754,1,0,0,0,0
4917,09/10/2020 20:31,09/10/2020,-1.298357777,36.88640147,1,0,0,0,0
4918,09/10/2020 20:43,09/10/2020,-1.299748146,36.78854635,1,0,0,0,0
4919,09/10/2020 22:13,09/10/2020,-1.301510111,36.7799899,1,0,0,0,0
4920,10/10/2020 12:19,10/10/2020,-1.234328346,36.80305019,1,0,0,0,0
4921,10/10/2020 14:09,10/10/2020,-1.297659811,36.80442455,1,0,0,0,0
4922,10/10/2020 23:10,10/10/2020,-1.188849811,36.93138244,1,0,0,0,0
4923,10/10/2020 23:24,10/10/2020,-1.244783011,36.86685424,1,1,0,0,0
4924,11/10/2020 15:13,11/10/2020,-1.234328346,36.80305019,1,0,0,0,1
4925,11/10/2020 17:37,11/10/2020,-1.298649911,36.8025624,1,1,0,0,0
4926,11/10/2020 21:09,11/10/2020,-1.302748671,36.75070656,1,0,0,0,0
4927,12/10/2020 00:21,12/10/2020,-1.218636954,36.89136143,1,0,0,0,0
4928,12/10/2020 06:26,12/10/2020,-1.300582311,36.784443,1,0,0,0,0
4929,12/10/2020 07:26,12/10/2020,-1.284132311,36.820462,1,0,0,0,0
4930,12/10/2020 08:09,12/10/2020,-1.219594122,36.89162867,1,0,0,0,0
4931,12/10/2020 12:16,12/10/2020,-1.267441435,36.8355184,1,0,0,0,0
4932,12/10/2020 17:32,12/10/2020,-1.174843211,36.9351393,1,0,0,0,0
4933,13/10/2020 10:14,13/10/2020,-1.218636954,36.89136143,1,0,0,0,0
4934,13/10/2020 13:23,13/10/2020,-1.320290411,36.8103495,1,0,0,0,0
4935,13/10/2020 14:25,13/10/2020,-1.286815311,36.8268702,1,0,0,0,0
4936,14/10/2020 19:13,14/10/2020,-1.328340762,36.88115991,1,0,0,0,0
4937,15/10/2020 08:23,15/10/2020,-1.165142855,36.95856743,1,0,0,0,0
4938,15/10/2020 13:07,15/10/2020,-1.236331011,36.8095365,1,0,0,0,0
4939,16/10/2020 07:17,16/10/2020,-1.295127215,36.80393045,1,0,0,0,0
4940,16/10/2020 13:04,16/10/2020,-1.312018661,36.8158078,1,0,0,1,0
4941,16/10/2020 13:24,16/10/2020,-1.230999265,36.87787438,1,0,0,0,0
4942,16/10/2020 13:43,16/10/2020,-1.288220011,36.831342,1,0,0,0,0
4943,16/10/2020 20:26,16/10/2020,-1.317826328,36.77742324,1,0,0,0,0
4944,16/10/2020 22:00,16/10/2020,-1.32472281,36.8969449,1,0,0,0,0
4945,17/10/2020 09:26,17/10/2020,-1.274933811,36.82341674,1,0,0,0,0
4946,17/10/2020 20:21,17/10/2020,-1.278501011,36.770223,1,0,0,0,1
4947,17/10/2020 20:41,17/10/2020,-1.285394011,36.824693,1,0,0,0,0
4948,17/10/2020 21:21,17/10/2020,-1.100175912,36.8193161,1,0,0,0,0
4949,18/10/2020 09:06,18/10/2020,-1.267441435,36.8355184,1,0,0,0,0
4950,18/10/2020 20:14,18/10/2020,-1.259366931,36.84312276,1,0,0,0,0
4951,19/10/2020 04:43,19/10/2020,-1.256530511,36.878839,1,0,1,0,0
4952,19/10/2020 06:43,19/10/2020,-1.24961349,36.68450456,1,0,0,0,0
4953,19/10/2020 13:02,19/10/2020,-1.372558343,36.92048867,1,0,0,0,1
4954,20/10/2020 04:42,20/10/2020,-1.272970911,36.8077451,1,0,0,0,0
4955,20/10/2020 08:05,20/10/2020,-1.149244111,36.9620097,1,0,0,0,0
4956,20/10/2020 17:32,20/10/2020,-1.052592511,37.0996808,1,0,0,1,1
4957,21/10/2020 06:08,21/10/2020,-1.230999265,36.87787438,1,0,0,0,0
4958,22/10/2020 07:11,22/10/2020,-1.300013461,36.78780269,1,0,0,1,0
4959,22/10/2020 07:34,22/10/2020,-1.29941765,36.88610077,1,1,1,0,0
4960,22/10/2020 08:39,22/10/2020,-1.34536401,36.9024745,1,0,0,0,0
4961,22/10/2020 14:24,22/10/2020,-1.286368905,36.82640336,1,0,0,0,0
4962,22/10/2020 21:40,22/10/2020,-1.203744331,36.91752748,1,0,0,0,0
4963,23/10/2020 07:11,23/10/2020,-1.223550011,36.66322,1,0,0,0,0
4964,23/10/2020 08:11,23/10/2020,-1.322984624,36.7072834,1,0,0,0,0
4965,23/10/2020 12:07,23/10/2020,-1.311699611,36.7777297,1,0,0,0,0
4966,23/10/2020 21:28,23/10/2020,-1.256155011,36.855219,1,0,0,0,0
4967,24/10/2020 07:56,24/10/2020,-1.275238025,36.81272743,1,1,0,0,0
4968,24/10/2020 08:32,24/10/2020,-1.32868651,36.8907303,1,0,1,0,0
4969,24/10/2020 12:08,24/10/2020,-1.20361355,36.9173289,1,0,0,0,1
4970,24/10/2020 14:50,24/10/2020,-1.331436068,36.88852577,1,0,0,1,0
4971,24/10/2020 23:39,24/10/2020,-1.285392226,36.88326279,1,0,0,0,1
4972,24/10/2020 23:48,24/10/2020,-1.244792616,36.86769895,1,0,0,0,1
4973,25/10/2020 07:29,25/10/2020,-1.300256605,36.76785989,1,1,0,0,0
4974,25/10/2020 08:06,25/10/2020,-1.417813214,36.95295279,1,0,0,0,0
4975,25/10/2020 12:09,25/10/2020,-1.293020541,36.81603128,1,0,0,1,0
4976,25/10/2020 13:52,25/10/2020,-1.286182811,36.8258339,1,0,0,0,0
4977,25/10/2020 15:21,25/10/2020,-1.277484061,36.82119115,1,0,0,1,0
4978,26/10/2020 17:44,26/10/2020,-1.272692933,36.81481466,1,0,0,0,0
4979,26/10/2020 18:13,26/10/2020,-1.218636954,36.89136143,1,0,0,0,0
4980,26/10/2020 20:36,26/10/2020,-1.239926011,36.8698221,1,0,0,0,1
4981,26/10/2020 23:05,26/10/2020,-1.277815311,36.96900205,1,0,0,0,0
4982,27/10/2020 07:30,27/10/2020,-1.285151015,36.84749893,1,0,0,1,0
4983,27/10/2020 13:39,27/10/2020,-1.266623711,36.7464754,1,0,0,0,0
4984,27/10/2020 13:52,27/10/2020,-1.267441435,36.8355184,1,0,0,0,0
4985,27/10/2020 20:54,27/10/2020,-1.267441435,36.8355184,1,0,0,0,0
4986,27/10/2020 22:00,27/10/2020,-1.47404401,36.628369,1,0,0,0,0
4987,27/10/2020 23:35,27/10/2020,-1.264344578,36.74856634,1,0,0,0,0
4988,28/10/2020 07:08,28/10/2020,-1.181392047,36.93798768,1,0,0,0,1
4989,28/10/2020 08:18,28/10/2020,-1.257911311,36.868017,1,0,0,0,1
4990,28/10/2020 10:03,28/10/2020,-1.121478012,36.6562995,1,0,0,0,1
4991,28/10/2020 11:01,28/10/2020,-1.277484061,36.82119115,1,0,0,0,0
4992,28/10/2020 14:22,28/10/2020,-1.37699201,36.926478,1,0,0,1,0
4993,28/10/2020 14:48,28/10/2020,-1.288220011,36.831342,1,0,0,0,1
4994,28/10/2020 16:10,28/10/2020,-1.295951011,36.8230396,1,0,0,0,0
4995,28/10/2020 16:47,28/10/2020,-1.304917211,36.8393095,1,0,0,0,0
4996,28/10/2020 16:56,28/10/2020,-1.182944311,36.8364655,1,0,0,0,0
4997,29/10/2020 08:36,29/10/2020,-1.024711512,37.0675787,1,0,0,0,0
4998,29/10/2020 09:32,29/10/2020,-1.250842706,36.95278148,1,1,0,0,0
4999,29/10/2020 10:37,29/10/2020,-1.316695995,36.81350017,1,0,0,0,0
5000,29/10/2020 11:20,29/10/2020,-1.32317289,36.80200818,1,0,0,0,0
5001,29/10/2020 13:04,29/10/2020,-1.291374011,36.73369,1,0,0,0,0
5002,29/10/2020 15:47,29/10/2020,-1.244783011,36.86685424,1,0,0,0,0
5003,29/10/2020 16:23,29/10/2020,-1.39570413,36.94089234,1,1,0,0,0
5004,29/10/2020 17:21,29/10/2020,-1.335008546,36.7782095,1,0,0,0,0
5005,29/10/2020 17:35,29/10/2020,-1.389608847,36.93684964,1,0,0,0,0
5006,29/10/2020 18:12,29/10/2020,-1.281924611,36.8196809,1,0,0,0,0
5007,29/10/2020 19:18,29/10/2020,-1.250842706,36.95278148,1,1,0,1,0
5008,30/10/2020 06:27,30/10/2020,-1.30518511,36.9021552,1,0,0,0,0
5009,30/10/2020 07:38,30/10/2020,-1.259392311,36.8423208,1,0,0,0,0
5010,30/10/2020 12:57,30/10/2020,-1.228883211,36.693365,1,1,0,0,0
5011,30/10/2020 14:39,30/10/2020,-1.260911911,36.80429555,1,0,0,0,0
5012,30/10/2020 22:03,30/10/2020,-1.293374938,36.82098446,1,0,0,1,0
5013,30/10/2020 22:58,30/10/2020,-1.231031544,36.87759733,1,0,0,0,0
5014,31/10/2020 07:55,31/10/2020,-1.275238025,36.81272743,1,0,0,1,0
5015,31/10/2020 11:03,31/10/2020,-1.284083511,36.82624025,1,0,0,0,0
5016,31/10/2020 12:37,31/10/2020,-1.119072512,36.618408,1,0,0,0,0
5017,31/10/2020 14:11,31/10/2020,-1.215370005,36.85115173,1,0,0,0,0
5018,31/10/2020 14:43,31/10/2020,-1.33137351,36.8625963,1,0,0,1,1
